date,Id_user,Id_perc,label,longitudeStart,latitudeStart,latitudeEnd,longitudeEnd,TimeStart,TimeEnd,StartDay,EndDay,StartHour,EndHour,distanceTotal,time_total,n777,npoints,vel_avg,vel_max,altitudeAvg,altitudeMax,vcr,sr,hcr,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
4/19/2007,111,20070419003625.plt,bus,116.4194167,39.93443333,39.96823333,116.4182833,4/19/2007 0:46,4/19/2007 1:04,Thursday,Thursday,0,1,4062.043544,1061,0,37,3.828504754,13.47431996,50.45945946,81,0.007631627,0.000738545,0.003938904,"Beijing,China",23.7,12.1,18.1,23.7,12.1,18.1,11.1,64.21,0,NA,0,NA,NA,NA,NA,21.6,NA,1000.6,24.6,6.7,NA,NA,0,NA,2007-04-19T05:32:02,2007-04-19T18:56:04,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
4/19/2007,111,20070419003625.plt,walk,116.3400667,39.97513333,39.97523333,116.3314167,4/19/2007 1:37,4/19/2007 1:47,Thursday,Thursday,1,1,1162.27595,630,0,21,1.844882461,13.20412401,48.23809524,72,0.010324571,0.001720762,0.00946419,"Beijing,China",23.7,12.1,18.1,23.7,12.1,18.1,11.1,64.21,0,NA,0,NA,NA,NA,NA,21.6,NA,1000.6,24.6,6.7,NA,NA,0,NA,2007-04-19T05:32:02,2007-04-19T18:56:04,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
4/19/2007,111,20070419003625.plt,walk,116.4189,39.93441667,39.93443333,116.4192333,4/19/2007 0:36,4/19/2007 0:45,Thursday,Thursday,0,0,97.33690605,562,0,6,0.173197342,1.701846292,42.33333333,45,0.041094382,0.051367977,0.051367977,"Beijing,China",23.7,12.1,18.1,23.7,12.1,18.1,11.1,64.21,0,NA,0,NA,NA,NA,NA,21.6,NA,1000.6,24.6,6.7,NA,NA,0,NA,2007-04-19T05:32:02,2007-04-19T18:56:04,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
4/19/2007,111,20070419131853.plt,taxi,116.3292833,39.9751,39.93436667,116.4186833,4/19/2007 13:18,4/19/2007 14:04,Thursday,Thursday,13,14,12519.57592,2735,0,24,4.57754147,16.67033184,50.95833333,78,0.001597498,0.000399375,0.001198124,"Beijing,China",23.7,12.1,18.1,23.7,12.1,18.1,11.1,64.21,0,NA,0,NA,NA,NA,NA,21.6,NA,1000.6,24.6,6.7,NA,NA,0,NA,2007-04-19T05:32:02,2007-04-19T18:56:04,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
4/20/2007,161,20070420023557.plt,walk,116.3181833,39.9267,39.93428333,116.3198667,4/20/2007 2:35,4/20/2007 2:46,Friday,Friday,2,2,1109.61486,660,0,25,1.681234637,8.956427703,67.08,84,0.015320631,0.002703641,0.018024272,"Beijing,China",25.1,16.1,20.4,25.1,16.1,20.5,-2.6,25.11,0,NA,0,NA,NA,NA,NA,32.4,NA,1007.3,22.2,12.9,NA,NA,0,NA,2007-04-20T05:30:35,2007-04-20T18:57:05,0.07,Partially cloudy,Partly cloudy throughout the day.,wind,54511099999
4/20/2007,111,20070420010223.plt,walk,116.3384667,39.97561667,39.9755,116.3309167,4/20/2007 1:22,4/20/2007 1:29,Friday,Friday,1,1,697.7777841,396,0,18,1.762065111,24.36236059,34.16666667,109,0.01433121,0.002866242,0.010031847,"Beijing,China",25.1,16.1,20.4,25.1,16.1,20.5,-2.6,25.11,0,NA,0,NA,NA,NA,NA,32.4,NA,1007.3,22.2,12.9,NA,NA,0,NA,2007-04-20T05:30:35,2007-04-20T18:57:05,0.07,Partially cloudy,Partly cloudy throughout the day.,wind,54511099999
4/20/2007,111,20070420010223.plt,bus,116.3994333,39.9675,39.97508333,116.3400667,4/20/2007 1:02,4/20/2007 1:20,Friday,Friday,1,1,5922.29772,1104,0,27,5.364400109,9.257696359,53.07407407,65,0.002701654,0.000168853,0.000675414,"Beijing,China",25.1,16.1,20.4,25.1,16.1,20.5,-2.6,25.11,0,NA,0,NA,NA,NA,NA,32.4,NA,1007.3,22.2,12.9,NA,NA,0,NA,2007-04-20T05:30:35,2007-04-20T18:57:05,0.07,Partially cloudy,Partly cloudy throughout the day.,wind,54511099999
4/23/2007,76,20070423131518.plt,car,116.5971833,39.90766667,39.89416667,116.6435167,4/23/2007 13:15,4/23/2007 13:28,Monday,Monday,13,13,5566.488458,781,0,41,7.12738599,14.11450974,30.46341463,39,0.003592929,0,0.002335404,"Beijing,China",20.1,11.1,15.2,20.1,11.1,15.2,3.5,47.56,0,NA,0,NA,NA,NA,NA,21.6,NA,1018.9,25.4,12.2,NA,NA,0,NA,2007-04-23T05:26:20,2007-04-23T19:00:07,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
4/24/2007,161,20070424124908.plt,walk,116.3305,39.97531667,39.97438333,116.3274,4/24/2007 12:49,4/24/2007 12:54,Tuesday,Tuesday,12,12,352.6025186,305,0,11,1.156073831,1.909430081,54.09090909,56,0.014180273,0.011344218,0.014180273,"Beijing,China",26.1,7.7,17.6,26.1,7.7,17.7,-2.3,35.87,0,NA,0,NA,NA,NA,NA,28.8,NA,1010.6,19.2,14.8,NA,NA,0,NA,2007-04-24T05:24:57,2007-04-24T19:01:07,0.26,Clear,Clear conditions throughout the day.,clear-day,54511099999
4/24/2007,76,20070424010412.plt,car,116.5812167,40.07835,39.90116667,116.5233333,4/24/2007 1:04,4/24/2007 2:27,Tuesday,Tuesday,1,2,55400.68958,5011,0,84,11.05581512,24.27792079,45.16666667,67,0.000902516,9.03E-05,0.000397107,"Beijing,China",26.1,7.7,17.6,26.1,7.7,17.7,-2.3,35.87,0,NA,0,NA,NA,NA,NA,28.8,NA,1010.6,19.2,14.8,NA,NA,0,NA,2007-04-24T05:24:57,2007-04-24T19:01:07,0.26,Clear,Clear conditions throughout the day.,clear-day,54511099999
4/24/2007,161,20070424124908.plt,walk,116.3222667,39.9369,39.92753333,116.3152,4/24/2007 13:15,4/24/2007 13:36,Tuesday,Tuesday,13,13,1778.885202,1216,0,66,1.462899015,5.305417321,73.28787879,210,0.020237394,0.002810749,0.011805146,"Beijing,China",26.1,7.7,17.6,26.1,7.7,17.7,-2.3,35.87,0,NA,0,NA,NA,NA,NA,28.8,NA,1010.6,19.2,14.8,NA,NA,0,NA,2007-04-24T05:24:57,2007-04-24T19:01:07,0.26,Clear,Clear conditions throughout the day.,clear-day,54511099999
4/24/2007,161,20070424124908.plt,bus,116.3275,39.97415,39.93676667,116.3224667,4/24/2007 12:57,4/24/2007 13:15,Tuesday,Tuesday,12,13,4285.232553,1098,0,9,3.902761888,14.82163965,63.22222222,67,0.001633517,0,0.000700079,"Beijing,China",26.1,7.7,17.6,26.1,7.7,17.7,-2.3,35.87,0,NA,0,NA,NA,NA,NA,28.8,NA,1010.6,19.2,14.8,NA,NA,0,NA,2007-04-24T05:24:57,2007-04-24T19:01:07,0.26,Clear,Clear conditions throughout the day.,clear-day,54511099999
4/25/2007,161,20070425021220.plt,bus,116.32,39.93115,40.04131667,116.3394333,4/25/2007 2:16,4/25/2007 2:40,Wednesday,Wednesday,2,2,13210.76919,1431,0,56,9.231844295,105.6285325,44.01785714,68,0.003482008,0.000227087,0.002195179,"Beijing,China",27.1,11.4,20.8,26.6,11.4,20.8,-7,16.11,0,NA,0,NA,NA,NA,NA,32.4,NA,1010.5,7.9,13.2,NA,NA,0,NA,2007-04-25T05:23:34,2007-04-25T19:02:08,0.31,Clear,Clear conditions throughout the day.,wind,54511099999
4/25/2007,161,20070425021220.plt,walk,116.32035,39.9291,39.93105,116.3212333,4/25/2007 2:12,4/25/2007 2:16,Wednesday,Wednesday,2,2,325.375068,225,0,11,1.446111413,5.061902362,90.90909091,210,0.021513634,0.009220129,0.030733762,"Beijing,China",27.1,11.4,20.8,26.6,11.4,20.8,-7,16.11,0,NA,0,NA,NA,NA,NA,32.4,NA,1010.5,7.9,13.2,NA,NA,0,NA,2007-04-25T05:23:34,2007-04-25T19:02:08,0.31,Clear,Clear conditions throughout the day.,wind,54511099999
4/27/2007,161,20070427135340.plt,walk,116.3219333,39.93696667,39.9276,116.3149333,4/27/2007 14:18,4/27/2007 14:36,Friday,Friday,14,14,1811.734344,1084,0,65,1.671341646,5.597179661,62.23076923,132,0.016558719,0,0.011591103,"Beijing,China",23.1,10.1,16.6,23.1,10.1,16.6,-0.8,32.44,0,NA,0,NA,NA,NA,NA,18,NA,1022.5,10.4,12.8,NA,NA,0,NA,2007-04-27T05:20:53,2007-04-27T19:04:09,0.4,Clear,Clear conditions throughout the day.,clear-day,54511099999
4/27/2007,161,20070427135340.plt,bus,116.3279333,39.97433333,39.93693333,116.3221833,4/27/2007 14:00,4/27/2007 14:18,Friday,Friday,14,14,5678.500573,1075,0,40,5.282326115,65.58569022,70.625,171,0.005459188,0.000528308,0.003345954,"Beijing,China",23.1,10.1,16.6,23.1,10.1,16.6,-0.8,32.44,0,NA,0,NA,NA,NA,NA,18,NA,1022.5,10.4,12.8,NA,NA,0,NA,2007-04-27T05:20:53,2007-04-27T19:04:09,0.4,Clear,Clear conditions throughout the day.,clear-day,54511099999
4/27/2007,161,20070427020730.plt,bus,116.3215833,39.93013333,39.97431667,116.3280333,4/27/2007 2:19,4/27/2007 2:42,Friday,Friday,2,2,6257.208003,1432,0,62,4.369558661,20.86672542,67.72580645,97,0.007990784,0.000799078,0.003675761,"Beijing,China",23.1,10.1,16.6,23.1,10.1,16.6,-0.8,32.44,0,NA,0,NA,NA,NA,NA,18,NA,1022.5,10.4,12.8,NA,NA,0,NA,2007-04-27T05:20:53,2007-04-27T19:04:09,0.4,Clear,Clear conditions throughout the day.,clear-day,54511099999
4/27/2007,161,20070427020730.plt,walk,116.31575,39.92611667,39.93,116.3214167,4/27/2007 2:07,4/27/2007 2:18,Friday,Friday,2,2,931.0337961,676,0,32,1.377268929,26.58330471,197,197,0.020407422,0.004296299,0.020407422,"Beijing,China",23.1,10.1,16.6,23.1,10.1,16.6,-0.8,32.44,0,NA,0,NA,NA,NA,NA,18,NA,1022.5,10.4,12.8,NA,NA,0,NA,2007-04-27T05:20:53,2007-04-27T19:04:09,0.4,Clear,Clear conditions throughout the day.,clear-day,54511099999
4/27/2007,161,20070427020730.plt,walk,116.3278833,39.97426667,39.97576667,116.3307833,4/27/2007 2:42,4/27/2007 2:47,Friday,Friday,2,2,464.1251087,291,0,15,1.594931645,6.293176172,56.86666667,67,0.021545915,0.002154591,0.01508214,"Beijing,China",23.1,10.1,16.6,23.1,10.1,16.6,-0.8,32.44,0,NA,0,NA,NA,NA,NA,18,NA,1022.5,10.4,12.8,NA,NA,0,NA,2007-04-27T05:20:53,2007-04-27T19:04:09,0.4,Clear,Clear conditions throughout the day.,clear-day,54511099999
4/28/2007,161,20070428134038.plt,bus,116.3173333,39.95275,39.9269,116.3191667,4/28/2007 13:40,4/28/2007 13:47,Saturday,Saturday,13,13,2893.759623,421,0,12,6.873538297,14.10192973,69.91666667,107,0.003110141,0.000691142,0.001036714,"Beijing,China",27.1,10.7,19.4,26.4,10.7,19.4,4.8,39.93,0,NA,0,NA,NA,NA,NA,25.2,NA,1017.8,13.8,8.8,NA,NA,0,NA,2007-04-28T05:19:33,2007-04-28T19:05:10,0.43,Clear,Clear conditions throughout the day.,clear-day,54511099999
4/28/2007,161,20070428134038.plt,walk,116.3154167,39.92688333,39.92746667,116.3149,4/28/2007 13:48,4/28/2007 13:50,Saturday,Saturday,13,13,85.03619518,125,0,4,0.680289561,1.051342001,56.5,75,0.035279095,0.023519397,0.035279095,"Beijing,China",27.1,10.7,19.4,26.4,10.7,19.4,4.8,39.93,0,NA,0,NA,NA,NA,NA,25.2,NA,1017.8,13.8,8.8,NA,NA,0,NA,2007-04-28T05:19:33,2007-04-28T19:05:10,0.43,Clear,Clear conditions throughout the day.,clear-day,54511099999
4/29/2007,21,20070429083432.plt,taxi,116.3329667,39.97383333,39.92851667,116.3581833,4/29/2007 12:34,4/29/2007 12:53,Sunday,Sunday,12,12,7131.829082,1161,0,42,6.142832974,15.96161969,68.64285714,100,0.003505412,0.000560866,0.002103247,"Beijing,China",30.1,14.1,22.3,29,14.1,22.1,10.3,49.42,0,NA,0,NA,NA,NA,NA,21.6,NA,1011.4,21.3,6.6,NA,NA,0,NA,2007-04-29T05:18:15,2007-04-29T19:06:10,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
4/30/2007,21,20070429222711.plt,car,114.0959167,32.8825,29.72738333,115.9872,4/30/2007 7:21,4/30/2007 14:46,Monday,Monday,7,14,525358.5189,26703,0,252,19.67413845,41.78267559,53.91666667,138,0.000218898,7.61E-05,0.00019796,"Beijing,China",24.1,14.6,19.4,24.1,14.6,19.5,11.1,60.92,0,NA,0,NA,NA,NA,NA,25.2,NA,1009.1,37.9,9.3,NA,NA,0,NA,2007-04-30T05:16:58,2007-04-30T19:07:11,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
4/30/2007,86,20070430005405.plt,car,116.3474833,39.98513333,39.97953333,116.30925,4/30/2007 0:54,4/30/2007 5:26,Monday,Monday,0,5,45550.64897,16372,0,197,2.782228742,21.9898177,103.7918782,214,0.001975823,0.000746422,0.002524662,"Beijing,China",24.1,14.6,19.4,24.1,14.6,19.5,11.1,60.92,0,NA,0,NA,NA,NA,NA,25.2,NA,1009.1,37.9,9.3,NA,NA,0,NA,2007-04-30T05:16:58,2007-04-30T19:07:11,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
5/1/2007,21,20070501010311.plt,car,116.956,28.10176667,28.09921667,116.9570167,5/1/2007 6:04,5/1/2007 6:08,Tuesday,Tuesday,6,6,413.8641137,252,0,8,1.642317912,47.57746674,61,89,0.019330016,0.002416252,0.01208126,"Beijing,China",28.1,13.1,20.1,26.7,13.1,20,6,51.02,1,NA,4.17,NA,NA,NA,NA,28.8,NA,1010.6,14.2,14.3,NA,NA,0,NA,2007-05-01T05:15:42,2007-05-01T19:08:11,0.5,Rain,Clear conditions throughout the day with early morning rain.,rain,54511099999
5/1/2007,21,20070501010311.plt,walk,116.8126,28.21208333,28.2123,116.8124,5/1/2007 12:32,5/1/2007 14:15,Tuesday,Tuesday,12,14,3738.278036,6188,0,132,0.60411733,24.50036589,56.36363636,135,0.014712656,0.013107639,0.017387685,"Beijing,China",28.1,13.1,20.1,26.7,13.1,20,6,51.02,1,NA,4.17,NA,NA,NA,NA,28.8,NA,1010.6,14.2,14.3,NA,NA,0,NA,2007-05-01T05:15:42,2007-05-01T19:08:11,0.5,Rain,Clear conditions throughout the day with early morning rain.,rain,54511099999
5/1/2007,21,20070501010311.plt,car,116.9569833,28.09901667,28.20906667,116.8180833,5/1/2007 10:27,5/1/2007 11:04,Tuesday,Tuesday,10,11,26715.29892,2219,0,117,12.03934156,37.38707598,54.35042735,69,0.001834155,7.49E-05,0.001684428,"Beijing,China",28.1,13.1,20.1,26.7,13.1,20,6,51.02,1,NA,4.17,NA,NA,NA,NA,28.8,NA,1010.6,14.2,14.3,NA,NA,0,NA,2007-05-01T05:15:42,2007-05-01T19:08:11,0.5,Rain,Clear conditions throughout the day with early morning rain.,rain,54511099999
5/1/2007,21,20070501010311.plt,walk,116.957,28.09895,28.09878333,116.9570833,5/1/2007 6:09,5/1/2007 10:27,Tuesday,Tuesday,6,10,9809.481375,15456,0,355,0.634671414,15.7332634,63.6,138,0.009888392,0.014577733,0.008665086,"Beijing,China",28.1,13.1,20.1,26.7,13.1,20,6,51.02,1,NA,4.17,NA,NA,NA,NA,28.8,NA,1010.6,14.2,14.3,NA,NA,0,NA,2007-05-01T05:15:42,2007-05-01T19:08:11,0.5,Rain,Clear conditions throughout the day with early morning rain.,rain,54511099999
5/2/2007,21,20070502013107.plt,car,117.0438833,28.04343333,28.0589,117.0552833,5/2/2007 4:00,5/2/2007 4:13,Wednesday,Wednesday,4,4,6417.485544,775,0,43,8.280626509,30.17897396,91,111,0.003428134,0.000311649,0.005298025,"Beijing,China",29.1,12.1,21.9,27.5,12.1,21.5,3.9,35.79,0,NA,0,NA,NA,NA,NA,21.6,NA,1005.9,25,13.3,NA,NA,0,NA,2007-05-02T05:14:27,2007-05-02T19:09:11,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,54511099999
